,KiddeBlackfoot,LudwigHorowitz,JimenezEinstein,HelmholtzBonaventure,SanfordStromberg,RutherfordBrice,LibrevilleEnglishman,ValeriePulitzer,EurasiaChurchill,PerleHerschel,PuritanArmageddon,MoenHadley,NipponPl,OstranderMonterey,MindanaoDebby,FilipinoTitus,HoustonHoffman,ShreveportBahrein,ClarenceCepheus,HillcrestDuncan,HymanBlum,MalagasyCarrie,PeaseRinehart,ConleySaratoga,DoricPygmalion,DelGullah,IanPoynting,HollisterPearce,HanukkahBaylor,LaredoBryant,BradyAbelian,CoolidgeBirmingham,SommerfeldRothschild,MarianneCarbondale,MarilynRowe,BoltonPaulson,ElbaHerman,KaskaskiaGainesville,CardiffBeardsley,OvidGreece,McMullenMarriott,AdelePickford,StyxBahrein,CarruthersPict,WoodardTenneco,WeierstrassBernice,MoroccoHalsey,HelmutDerek,MacassarNorton,ZanzibarCreole,MoroccoFaustian,AriesAustralia,LodowickLaurie,HuntsvilleSolon,KilimanjaroIsis,GranvilleSaul,FahrenheitDusenbury,LindseySiegmund,IranianParaguay,HathawayFrench,RicoAlsop,CorinthianOhio,KnutsonGuthrie,ConnorsMcCarty,MarriettaCain,BengalOakland,EssexBoeotia,GreenblattClinton,SriPritchard,PearceSchafer,UlanConnecticut,PatrickDante
15716934,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,26,26.0,21.0,17.0,22,25.0,21.0,24.0,3,16.0,14.0,20.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,23,27.0,27.0,17.0,19,23.0,19.0,16.0,3,15.0,3.0,16.0,3,3.0,3.0,24.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,27,25.0,21.0,28.0,20,16.0,14.0,15.0,15,19.0,14.0,15.0
15717736,3,0.0,3.0,,3,0.0,3.0,,3,3.0,3.0,,3,3.0,3.0,,3,3.0,3.0,,0,3.0,3.0,,3,0.0,3.0,,3,3.0,3.0,,3,3.0,3.0,,3,3.0,3.0,,0,3.0,3.0,,3,3.0,3.0,,3,0.0,3.0,,3,0.0,3.0,,3,0.0,3.0,,3,3.0,3.0,,3,3.0,3.0,,3,3.0,3.0,
15717935,3,6.0,36.0,,3,3.0,33.0,,3,3.0,24.0,,6,6.0,56.0,,22,10.0,30.0,,3,16.0,14.0,,3,6.0,39.0,,3,3.0,24.0,,3,3.0,3.0,,6,10.0,55.0,,19,23.0,19.0,,6,15.0,26.0,,3,3.0,31.0,,3,3.0,24.0,,3,3.0,21.0,,27,11.0,7.0,,20,16.0,14.0,,15,16.0,14.0,
15718275,0,13.0,,,3,3.0,,,3,3.0,,,16,19.0,,,18,21.0,,,2,3.0,,,3,3.0,,,3,3.0,,,3,3.0,,,18,21.0,,,16,18.0,,,2,16.0,,,0,3.0,,,3,3.0,,,3,3.0,,,19,19.0,,,0,19.0,,,16,17.0,,
15718981,27,31.0,26.0,18.0,5,4.0,22.0,23.0,4,4.0,20.0,20.0,33,32.0,35.0,31.0,29,16.0,28.0,28.0,22,20.0,8.0,19.0,25,33.0,5.0,35.0,21,4.0,21.0,22.0,4,4.0,5.0,16.0,32,35.0,30.0,57.0,26,22.0,29.0,21.0,10,23.0,14.0,24.0,30,29.0,32.0,35.0,22,4.0,3.0,28.0,4,4.0,5.0,9.0,35,35.0,36.0,61.0,26,28.0,18.0,30.0,21,24.0,16.0,25.0
15721919,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,41,44.0,47.0,50.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,42.0,45.0,47.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,45.0,46.0,51.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
15722306,16,3.0,41.0,45.0,25,29.0,30.0,31.0,19,13.0,23.0,23.0,3,3.0,3.0,3.0,3,3.0,33.0,3.0,3,3.0,3.0,3.0,37,23.0,43.0,13.0,26,29.0,26.0,33.0,18,2.0,22.0,21.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,23.0,3.0,33,17.0,41.0,43.0,26,3.0,29.0,31.0,19,20.0,22.0,21.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,26.0,3.0
15722867,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,41,44.0,47.0,50.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,42.0,45.0,47.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,45.0,46.0,51.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
15722990,12,12.0,13.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,13,13.0,14.0,0.0,14,15.0,13.0,0.0,14,10.0,11.0,0.0,13,12.0,13.0,15.0,12,13.0,13.0,14.0,10,11.0,13.0,12.0,14,14.0,14.0,0.0,13,12.0,12.0,0.0,12,11.0,11.0,0.0,12,13.0,14.0,14.0,12,13.0,13.0,21.0,10,12.0,16.0,11.0,14,14.0,15.0,0.0,13,12.0,12.0,0.0,12,12.0,11.0,0.0
15723727,53,13.0,16.0,,3,3.0,29.0,,3,3.0,18.0,,29,21.0,41.0,,28,20.0,17.0,,18,15.0,16.0,,18,17.0,21.0,,15,3.0,19.0,,3,3.0,17.0,,39,22.0,18.0,,15,14.0,20.0,,3,15.0,14.0,,3,3.0,39.0,,3,22.0,15.0,,3,3.0,21.0,,7,16.0,23.0,,17,21.0,21.0,,15,16.0,16.0,
15724385,7,0.0,,,7,0.0,,,3,0.0,,,6,6.0,,,6,0.0,,,6,0.0,,,7,0.0,,,7,0.0,,,3,0.0,,,6,6.0,,,0,5.0,,,0,0.0,,,6,0.0,,,5,0.0,,,3,0.0,,,6,7.0,,,0,0.0,,,0,0.0,,
15732050,43,40.0,33.0,27.0,14,24.0,16.0,7.0,14,8.0,21.0,15.0,18,18.0,20.0,20.0,25,19.0,16.0,8.0,20,6.0,7.0,8.0,45,28.0,31.0,30.0,27,15.0,15.0,8.0,6,7.0,18.0,8.0,26,20.0,31.0,21.0,23,17.0,22.0,15.0,16,20.0,13.0,15.0,14,16.0,21.0,29.0,10,15.0,24.0,16.0,6,8.0,9.0,15.0,18,31.0,30.0,21.0,16,25.0,18.0,28.0,7,21.0,7.0,8.0
15732471,4,31.0,40.0,18.0,4,17.0,19.0,20.0,4,4.0,7.0,20.0,33,32.0,35.0,31.0,29,16.0,28.0,28.0,22,20.0,21.0,19.0,4,33.0,5.0,37.0,4,28.0,7.0,26.0,4,6.0,14.0,8.0,32,35.0,30.0,57.0,24,22.0,29.0,21.0,10,23.0,14.0,24.0,4,41.0,51.0,48.0,22,4.0,14.0,16.0,4,4.0,8.0,9.0,35,35.0,18.0,61.0,26,28.0,24.0,30.0,21,24.0,16.0,25.0
15732485,21,34.0,45.0,23.0,19,20.0,11.0,23.0,9,10.0,9.0,17.0,42,54.0,19.0,32.0,24,18.0,37.0,9.0,12,18.0,8.0,21.0,40,25.0,47.0,43.0,13,30.0,29.0,7.0,14,15.0,11.0,9.0,46,18.0,20.0,35.0,32,26.0,16.0,13.0,24,13.0,12.0,9.0,13,24.0,26.0,47.0,15,19.0,16.0,25.0,9,10.0,17.0,14.0,46,46.0,12.0,35.0,10,17.0,29.0,9.0,19,14.0,13.0,9.0
15732497,19,14.0,45.0,21.0,16,13.0,9.0,11.0,9,10.0,9.0,12.0,14,23.0,50.0,55.0,14,15.0,13.0,13.0,14,10.0,12.0,13.0,20,20.0,47.0,22.0,12,14.0,11.0,21.0,14,14.0,13.0,12.0,22,25.0,16.0,26.0,13,13.0,13.0,12.0,13,11.0,10.0,12.0,44,20.0,24.0,46.0,14,14.0,13.0,21.0,13,10.0,17.0,11.0,15,15.0,15.0,55.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
15732503,21,23.0,22.0,23.0,16,20.0,20.0,10.0,9,10.0,11.0,17.0,28,27.0,27.0,30.0,24,27.0,23.0,26.0,12,11.0,12.0,13.0,23,25.0,28.0,26.0,13,20.0,29.0,24.0,14,15.0,11.0,11.0,25,29.0,29.0,54.0,21,25.0,24.0,35.0,11,18.0,17.0,21.0,19,24.0,26.0,26.0,20,19.0,18.0,22.0,9,10.0,17.0,11.0,28,29.0,28.0,32.0,21,24.0,25.0,23.0,19,12.0,18.0,21.0
15732509,21,23.0,22.0,23.0,16,20.0,20.0,10.0,9,10.0,11.0,17.0,28,27.0,27.0,0.0,24,27.0,23.0,26.0,12,11.0,12.0,13.0,23,25.0,28.0,26.0,13,20.0,29.0,24.0,14,15.0,11.0,11.0,25,29.0,29.0,30.0,21,25.0,24.0,0.0,11,12.0,10.0,21.0,19,24.0,26.0,26.0,20,19.0,18.0,22.0,9,10.0,17.0,11.0,14,29.0,28.0,32.0,13,24.0,25.0,23.0,19,12.0,18.0,21.0
15734988,39,36.0,41.0,40.0,25,29.0,30.0,16.0,19,21.0,23.0,11.0,41,44.0,3.0,3.0,34,34.0,3.0,3.0,25,24.0,25.0,3.0,37,43.0,43.0,34.0,26,29.0,26.0,3.0,18,21.0,22.0,2.0,44,42.0,22.0,3.0,29,36.0,3.0,3.0,21,26.0,23.0,3.0,38,39.0,41.0,22.0,26,1.0,29.0,17.0,19,20.0,22.0,10.0,43,45.0,3.0,3.0,32,3.0,3.0,3.0,23,27.0,3.0,3.0
15736147,6,21.0,14.0,37.0,6,7.0,28.0,12.0,5,7.0,18.0,14.0,29,24.0,32.0,26.0,15,16.0,14.0,20.0,15,12.0,16.0,17.0,6,17.0,21.0,41.0,6,22.0,19.0,22.0,5,6.0,14.0,13.0,30,22.0,23.0,41.0,18,22.0,20.0,21.0,10,13.0,14.0,18.0,7,15.0,37.0,45.0,6,18.0,15.0,13.0,5,19.0,21.0,9.0,32,24.0,26.0,27.0,25,15.0,24.0,21.0,13,13.0,9.0,18.0
15736398,11,12.0,13.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,12,12.0,13.0,14.0,14,13.0,11.0,12.0,12,10.0,10.0,12.0,11,12.0,13.0,15.0,12,13.0,13.0,13.0,9,11.0,13.0,12.0,12,13.0,14.0,13.0,11,11.0,11.0,11.0,11,11.0,10.0,12.0,11,14.0,42.0,14.0,13,13.0,13.0,21.0,9,12.0,16.0,0.0,13,13.0,13.0,55.0,12,12.0,11.0,12.0,10,10.0,10.0,12.0
15741865,47,42.0,42.0,47.0,21,28.0,17.0,17.0,18,16.0,8.0,19.0,52,22.0,24.0,24.0,11,12.0,0.0,21.0,11,9.0,0.0,11.0,46,49.0,45.0,20.0,23,31.0,28.0,34.0,2,22.0,23.0,15.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,41,45.0,22.0,21.0,18,27.0,30.0,19.0,18,22.0,2.0,16.0,22,21.0,24.0,25.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
15746421,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,7,42.0,46.0,49.0,7,37.0,36.0,38.0,7,19.0,19.0,21.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,43,40.0,44.0,46.0,33,38.0,36.0,23.0,19,22.0,25.0,28.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,42,43.0,45.0,50.0,31,36.0,34.0,34.0,20,29.0,16.0,22.0
15748726,6,,,,6,,,,5,,,,25,,,,15,,,,4,,,,6,,,,6,,,,5,,,,15,,,,6,,,,4,,,,7,,,,6,,,,5,,,,16,,,,6,,,,13,,,
15764960,39,13.0,38.0,45.0,25,28.0,0.0,31.0,19,13.0,2.0,23.0,16,10.0,41.0,50.0,3,20.0,17.0,39.0,25,15.0,14.0,26.0,37,23.0,20.0,40.0,26,2.0,3.0,33.0,18,2.0,0.0,21.0,7,10.0,18.0,47.0,15,14.0,18.0,31.0,21,15.0,3.0,27.0,38,17.0,3.0,43.0,26,3.0,17.0,31.0,19,20.0,3.0,21.0,7,11.0,43.0,51.0,17,14.0,14.0,32.0,23,16.0,14.0,27.0
15766806,16,42.0,38.0,40.0,21,28.0,17.0,16.0,2,13.0,2.0,11.0,22,22.0,24.0,24.0,11,12.0,0.0,21.0,11,9.0,0.0,11.0,46,49.0,20.0,20.0,23,31.0,24.0,34.0,2,22.0,0.0,2.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,33,17.0,19.0,22.0,2,27.0,17.0,17.0,18,22.0,15.0,10.0,22,21.0,24.0,25.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
15766999,7,,,,7,,,,3,,,,16,,,,6,,,,0,,,,7,,,,7,,,,3,,,,6,,,,0,,,,0,,,,6,,,,5,,,,3,,,,7,,,,20,,,,0,,,
15769419,0,0.0,4.0,10.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
15769680,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,10.0,,,0,0.0,,,0,0.0,,,0,4.0,,,0,0.0,,,0,0.0,,
15770032,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,10.0,4.0,,0,10.0,10.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,10.0,11.0,,0,9.0,10.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,11.0,11.0,,0,0.0,10.0,,0,0.0,4.0,
15770140,49,20.0,8.0,7.0,17,17.0,8.0,7.0,10,15.0,15.0,8.0,18,7.0,20.0,20.0,8,7.0,7.0,8.0,8,6.0,7.0,8.0,30,34.0,31.0,30.0,30,18.0,17.0,8.0,13,13.0,8.0,8.0,8,20.0,31.0,8.0,7,6.0,22.0,7.0,16,20.0,13.0,15.0,24,21.0,8.0,29.0,12,17.0,8.0,16.0,14,15.0,9.0,15.0,8,31.0,30.0,9.0,7,25.0,7.0,8.0,7,6.0,7.0,8.0
15770867,7,6.0,7.0,6.0,7,6.0,7.0,6.0,5,6.0,6.0,6.0,6,6.0,7.0,7.0,6,5.0,6.0,7.0,6,5.0,6.0,7.0,7,6.0,7.0,7.0,7,6.0,6.0,6.0,3,5.0,7.0,7.0,6,6.0,7.0,7.0,6,5.0,6.0,6.0,6,6.0,6.0,7.0,6,6.0,7.0,6.0,5,6.0,7.0,6.0,3,5.0,7.0,6.0,6,7.0,7.0,7.0,6,6.0,6.0,7.0,6,5.0,6.0,7.0
15770904,0,0.0,,,0,0.0,,,0,0.0,,,0,10.0,,,0,10.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,10.0,,,0,9.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,11.0,,,0,0.0,,,0,0.0,,
15788431,16,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,3,3.0,47.0,50.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,3,3.0,45.0,47.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,33,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,3,3.0,46.0,51.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
15792643,8,7.0,12.0,0.0,9,26.0,13.0,28.0,6,8.0,12.0,0.0,9,48.0,52.0,18.0,16,17.0,32.0,34.0,9,14.0,17.0,18.0,34,8.0,12.0,0.0,8,8.0,12.0,28.0,6,7.0,12.0,0.0,17,19.0,39.0,40.0,8,27.0,31.0,14.0,14,8.0,15.0,25.0,8,7.0,13.0,0.0,8,7.0,16.0,0.0,6,7.0,13.0,14.0,24,53.0,41.0,33.0,33,30.0,30.0,29.0,18,18.0,22.0,23.0
15800115,11,10.0,11.0,12.0,12,11.0,12.0,10.0,9,10.0,11.0,9.0,12,55.0,58.0,58.0,12,13.0,13.0,13.0,12,10.0,12.0,13.0,11,11.0,11.0,26.0,11,12.0,11.0,13.0,9,10.0,11.0,11.0,53,13.0,46.0,49.0,11,13.0,38.0,12.0,11,11.0,10.0,12.0,11,12.0,12.0,17.0,11,11.0,11.0,22.0,9,10.0,17.0,0.0,13,23.0,15.0,60.0,13,13.0,13.0,36.0,10,10.0,10.0,13.0
15810983,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,41,44.0,12.0,12.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,42.0,12.0,11.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,45.0,46.0,48.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
15823055,19,14.0,47.0,21.0,16,13.0,9.0,11.0,9,10.0,9.0,12.0,24,23.0,25.0,30.0,21,24.0,23.0,26.0,14,11.0,12.0,13.0,20,20.0,24.0,15.0,16,14.0,15.0,21.0,14,14.0,13.0,12.0,22,25.0,25.0,54.0,13,15.0,24.0,35.0,11,18.0,10.0,21.0,44,14.0,24.0,56.0,14,14.0,13.0,21.0,13,10.0,16.0,11.0,23,23.0,39.0,26.0,15,22.0,13.0,29.0,19,12.0,10.0,21.0
15825861,47,38.0,2.0,2.0,21,2.0,2.0,7.0,18,13.0,8.0,2.0,55,43.0,51.0,20.0,8,7.0,19.0,8.0,8,0.0,7.0,8.0,46,16.0,2.0,47.0,23,2.0,20.0,2.0,13,2.0,0.0,8.0,56,52.0,31.0,8.0,7,6.0,22.0,18.0,16,17.0,13.0,15.0,41,19.0,2.0,8.0,18,27.0,2.0,2.0,18,2.0,9.0,2.0,40,44.0,22.0,21.0,7,25.0,4.0,18.0,24,0.0,7.0,8.0
15825892,41,20.0,19.0,16.0,8,17.0,24.0,9.0,16,15.0,15.0,8.0,20,7.0,22.0,22.0,19,7.0,19.0,8.0,17,6.0,7.0,8.0,19,18.0,36.0,18.0,2,25.0,17.0,8.0,2,13.0,12.0,8.0,8,24.0,13.0,8.0,17,19.0,22.0,18.0,16,17.0,13.0,15.0,36,27.0,23.0,29.0,2,23.0,8.0,20.0,2,15.0,9.0,15.0,8,22.0,22.0,9.0,7,8.0,7.0,18.0,7,15.0,7.0,8.0
15829660,6,21.0,16.0,37.0,6,7.0,19.0,12.0,5,7.0,18.0,14.0,33,32.0,35.0,57.0,28,16.0,14.0,20.0,15,12.0,21.0,24.0,6,21.0,14.0,41.0,6,22.0,7.0,17.0,5,6.0,14.0,16.0,32,35.0,30.0,57.0,18,22.0,14.0,25.0,10,13.0,14.0,24.0,7,22.0,37.0,45.0,23,18.0,14.0,18.0,5,19.0,8.0,9.0,35,24.0,36.0,27.0,25,15.0,24.0,26.0,13,8.0,21.0,25.0
15861524,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,41,44.0,47.0,50.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,42.0,45.0,47.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,45.0,46.0,51.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
15894178,12,12.0,22.0,21.0,16,13.0,14.0,0.0,9,11.0,13.0,17.0,13,14.0,27.0,0.0,13,15.0,12.0,13.0,13,11.0,12.0,13.0,13,12.0,13.0,15.0,12,13.0,13.0,35.0,10,11.0,13.0,12.0,25,15.0,15.0,14.0,13,12.0,13.0,0.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,14,29.0,28.0,0.0,14,24.0,13.0,13.0,12,12.0,11.0,13.0
15894278,12,12.0,11.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,14,14.0,27.0,15.0,14,15.0,13.0,13.0,14,10.0,12.0,13.0,13,12.0,13.0,15.0,12,13.0,13.0,14.0,10,11.0,13.0,12.0,14,15.0,16.0,14.0,13,13.0,13.0,12.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,15,15.0,15.0,15.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
15897280,13,14.0,15.0,0.0,13,14.0,9.0,13.0,6,8.0,12.0,0.0,23,17.0,30.0,33.0,16,17.0,15.0,15.0,9,14.0,11.0,22.0,14,8.0,16.0,0.0,16,14.0,15.0,28.0,11,14.0,9.0,0.0,16,17.0,19.0,18.0,8,27.0,15.0,14.0,14,8.0,15.0,14.0,8,14.0,16.0,0.0,14,14.0,16.0,0.0,6,13.0,13.0,14.0,30,18.0,19.0,20.0,15,22.0,17.0,0.0,14,7.0,12.0,23.0
15934458,19,14.0,12.0,23.0,19,13.0,9.0,23.0,9,8.0,12.0,0.0,24,23.0,25.0,25.0,21,24.0,13.0,22.0,12,11.0,12.0,25.0,20,20.0,41.0,26.0,8,8.0,12.0,28.0,14,14.0,12.0,0.0,22,25.0,25.0,35.0,13,15.0,15.0,13.0,11,11.0,10.0,21.0,44,20.0,13.0,0.0,15,14.0,16.0,0.0,13,10.0,13.0,11.0,23,23.0,25.0,26.0,15,18.0,13.0,13.0,19,12.0,10.0,13.0
15938337,3,13.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,40,16.0,16.0,16.0,3,3.0,3.0,14.0,3,3.0,26.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,34,11.0,18.0,16.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,36,16.0,17.0,16.0,3,14.0,3.0,3.0,3,3.0,3.0,3.0
15964206,21,12.0,47.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,14,14.0,50.0,55.0,14,15.0,13.0,13.0,12,10.0,12.0,13.0,23,12.0,13.0,15.0,13,13.0,13.0,14.0,10,11.0,13.0,12.0,14,15.0,16.0,26.0,13,13.0,13.0,12.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,15,15.0,15.0,55.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
15974183,40,39.0,13.0,46.0,20,21.0,14.0,31.0,13,17.0,13.0,12.0,52,45.0,38.0,55.0,14,35.0,34.0,40.0,19,17.0,10.0,26.0,21,48.0,44.0,46.0,17,21.0,13.0,33.0,10,16.0,19.0,21.0,47,44.0,46.0,26.0,22,37.0,13.0,32.0,7,19.0,24.0,19.0,20,26.0,42.0,46.0,13,26.0,13.0,12.0,15,21.0,18.0,17.0,45,48.0,24.0,55.0,34,35.0,37.0,32.0,25,20.0,27.0,27.0
15982306,7,,,,7,,,,0,,,,6,,,,6,,,,6,,,,7,,,,7,,,,3,,,,6,,,,6,,,,6,,,,6,,,,5,,,,3,,,,6,,,,6,,,,6,,,
15983156,0,6.0,,,7,6.0,,,0,6.0,,,6,6.0,,,6,5.0,,,6,5.0,,,7,0.0,,,7,6.0,,,3,0.0,,,6,6.0,,,6,5.0,,,6,6.0,,,6,0.0,,,0,0.0,,,3,0.0,,,6,7.0,,,10,6.0,,,6,5.0,,
15983225,0,0.0,4.0,4.0,7,0.0,4.0,4.0,0,0.0,4.0,4.0,6,6.0,60.0,8.0,6,0.0,4.0,4.0,0,0.0,4.0,4.0,7,0.0,4.0,4.0,7,0.0,4.0,4.0,3,0.0,4.0,4.0,6,6.0,4.0,59.0,0,5.0,4.0,4.0,0,0.0,4.0,4.0,6,0.0,4.0,11.0,0,0.0,4.0,4.0,3,0.0,4.0,4.0,6,7.0,56.0,12.0,0,0.0,4.0,37.0,0,0.0,4.0,4.0
15984231,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,6,6.0,60.0,8.0,6,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,6,6.0,4.0,59.0,0,5.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,11.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,6,7.0,56.0,12.0,0,0.0,4.0,37.0,0,0.0,4.0,4.0
15985265,10,19.0,0.0,17.0,10,25.0,0.0,24.0,7,14.0,18.0,11.0,21,37.0,23.0,34.0,20,23.0,20.0,36.0,24,15.0,13.0,17.0,18,15.0,21.0,19.0,15,16.0,0.0,12.0,7,19.0,16.0,14.0,37,38.0,36.0,24.0,9,20.0,32.0,19.0,15,9.0,19.0,17.0,15,11.0,34.0,44.0,17,16.0,15.0,11.0,7,16.0,0.0,13.0,21,39.0,32.0,45.0,18,31.0,19.0,19.0,22,25.0,23.0,17.0
15994926,0,0.0,4.0,4.0,7,0.0,4.0,4.0,0,0.0,4.0,4.0,6,6.0,60.0,8.0,6,0.0,4.0,4.0,0,0.0,4.0,4.0,7,0.0,4.0,4.0,7,0.0,4.0,4.0,3,0.0,4.0,4.0,6,6.0,4.0,59.0,0,5.0,4.0,4.0,0,0.0,4.0,4.0,6,0.0,4.0,11.0,0,0.0,4.0,4.0,3,0.0,4.0,4.0,6,7.0,56.0,12.0,0,0.0,4.0,37.0,0,0.0,4.0,4.0
15995327,0,6.0,4.0,,7,6.0,4.0,,0,6.0,4.0,,6,6.0,60.0,,6,0.0,4.0,,0,0.0,4.0,,7,0.0,4.0,,7,6.0,4.0,,3,0.0,4.0,,6,6.0,4.0,,0,5.0,4.0,,0,0.0,4.0,,6,0.0,4.0,,0,0.0,4.0,,3,0.0,4.0,,6,7.0,56.0,,0,0.0,4.0,,0,0.0,4.0,
15995404,3,13.0,3.0,35.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,16,10.0,41.0,17.0,17,10.0,17.0,24.0,3,16.0,14.0,15.0,3,3.0,3.0,25.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,10.0,18.0,17.0,15,14.0,18.0,16.0,3,15.0,3.0,16.0,3,3.0,3.0,39.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,11.0,43.0,17.0,20,14.0,14.0,15.0,15,16.0,14.0,15.0
15995929,3,13.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,16,16.0,16.0,16.0,3,3.0,17.0,14.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,16.0,18.0,16.0,3,3.0,18.0,16.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,16.0,17.0,16.0,3,14.0,14.0,3.0,3,3.0,3.0,3.0
