,binarize,graph_type,n_iterations,objective_function,param_key,resolution_parameter,seed,threshold,modularity
305,False,G,2,CPM,AnheuserVirgil,0.010772173450159416,91110091,1,0.3494786631023415
306,False,G,2,CPM,LouLucas,0.010772173450159416,74600471,2,0.4610754295869784
307,False,G,2,CPM,MyersMillie,0.010772173450159416,10333281,3,0.48554537944804566
308,False,G,2,CPM,WhatleyDianne,0.017969068319023125,4454909,0,0.43910121889762194
309,False,G,2,CPM,SutherlandAlmaden,0.017969068319023125,59991615,1,0.47138807063615423
310,False,G,2,CPM,BernardWaltham,0.017969068319023125,30994351,2,0.4774468817695968
311,False,G,2,CPM,SorensonDoria,0.017969068319023125,94902458,3,0.46516584009503864
312,False,G,2,CPM,FarkasWECo,0.02997421251594704,35231307,0,0.44266941873903504
313,False,G,2,CPM,GreenbriarOrleans,0.02997421251594704,67721473,1,0.4519416651204665
314,False,G,2,CPM,AndyGogh,0.02997421251594704,36292727,2,0.44931608535983714
315,False,G,2,CPM,JensenBergstrom,0.02997421251594704,8611791,3,0.4427468003985203
316,False,G,2,CPM,MerrittChristie,0.049999999999999996,63105535,0,0.4481028610205935
317,False,G,2,CPM,BerthaStrickland,0.049999999999999996,11503624,1,0.42428807817175224
318,False,G,2,CPM,PhilistineMonticello,0.049999999999999996,86864635,2,0.4153457277775111
319,False,G,2,CPM,OrrRachmaninoff,0.049999999999999996,22828176,3,0.41617907551535493
320,True,G,2,CPM,GregoryLowe,0.0004999999999999999,77965189,0,0.0047162604336939236
321,True,G,2,CPM,HesterAbaba,0.0004999999999999999,50162685,1,0.00840462850626426
322,True,G,2,CPM,PamRaleigh,0.0004999999999999999,16332103,2,0.00537815849974777
323,True,G,2,CPM,WillaMooney,0.0004999999999999999,2105122,3,0.004686091836949521
324,True,G,2,CPM,LockwoodElba,0.0008340502686000295,98578881,0,0.010515808072739498
325,True,G,2,CPM,VasquezSiena,0.0008340502686000295,83493943,1,0.009178144941675532
326,True,G,2,CPM,MoiseyevMontrachet,0.0008340502686000295,37690464,2,0.006341820395518025
327,True,G,2,CPM,HolmesMassachusetts,0.0008340502686000295,93737706,3,0.011358754918716614
328,True,G,2,CPM,PretoriaWayne,0.0013912797011035628,34286285,0,0.011201510814925961
329,True,G,2,CPM,AnatoleAfrikaner,0.0013912797011035628,74781472,1,0.0102103551498593
330,True,G,2,CPM,LeonEdmondson,0.0013912797011035628,91051716,2,0.0077395164258428325
331,True,G,2,CPM,AsiaVarian,0.0013912797011035628,55883643,3,0.011264816264993243
332,True,G,2,CPM,AdlerianKane,0.002320794416806388,39908597,0,0.014921183549180907
333,True,G,2,CPM,HydeFlanders,0.002320794416806388,25552926,1,0.015087835307371844
334,True,G,2,CPM,KentHalley,0.002320794416806388,9151749,2,0.015674113579520695
335,True,G,2,CPM,RushmorePalatine,0.002320794416806388,78232795,3,0.12144555371727056
336,True,G,2,CPM,ElmhurstHoward,0.0038713184134056343,37684129,0,0.021369349162410702
337,True,G,2,CPM,BenzedrineSchafer,0.0038713184134056343,52223698,1,0.08565042159174795
338,True,G,2,CPM,SquibbBurma,0.0038713184134056343,72022401,2,0.25363738102481365
339,True,G,2,CPM,WalthamSocrates,0.0038713184134056343,94342988,3,0.28987712620932016
340,True,G,2,CPM,BertramEphraim,0.006457748325074419,75832595,0,0.02999597323933014
341,True,G,2,CPM,DorisTiffany,0.006457748325074419,44485907,1,0.1798341977626404
342,True,G,2,CPM,HodgkinMcHugh,0.006457748325074419,63493625,2,0.31010121484565073
343,True,G,2,CPM,IthacaJuliet,0.006457748325074419,64092611,3,0.48325194628671025
344,True,G,2,CPM,ArgentinianOrleans,0.010772173450159416,81555318,0,0.3443365077310955
345,True,G,2,CPM,LeonaSchmitt,0.010772173450159416,44816386,1,0.41932103694380796
346,True,G,2,CPM,MacadamiaAlden,0.010772173450159416,94235735,2,0.4610754295869784
347,True,G,2,CPM,GreekHan,0.010772173450159416,77038710,3,0.4720977228551853
348,True,G,2,CPM,DonahueBernardino,0.017969068319023125,8162023,0,0.4301058220632914
349,True,G,2,CPM,ColbyZellerbach,0.017969068319023125,63292797,1,0.4814240935410257
350,True,G,2,CPM,MarjorieAshland,0.017969068319023125,68338253,2,0.47495023369030875
351,True,G,2,CPM,SperryAnn,0.017969068319023125,73734256,3,0.46246180048592467
352,True,G,2,CPM,MoluccasMawr,0.02997421251594704,79582843,0,0.4686440359768292
353,True,G,2,CPM,JacobianBarrett,0.02997421251594704,96681774,1,0.4675579233966951
354,True,G,2,CPM,CarolinaEratosthenes,0.02997421251594704,9481628,2,0.46081138826928686
355,True,G,2,CPM,ValerieHess,0.02997421251594704,26841680,3,0.4427468003985203
356,True,G,2,CPM,VandenbergCanoga,0.049999999999999996,72832022,0,0.4481028610205935
357,True,G,2,CPM,BolognaCarmichael,0.049999999999999996,17233934,1,0.42428807817175224
358,True,G,2,CPM,McGowanAcadia,0.049999999999999996,75233364,2,0.4153457277775111
359,True,G,2,CPM,CorneliaMalraux,0.049999999999999996,34734256,3,0.4116323365062278
360,False,G,2,CPM,CornellRangoon,0.0004999999999999999,19229258,0,0.0043427071825992095
361,False,G,2,CPM,MulticsCalder,0.0004999999999999999,67452037,1,0.008440993588049369
362,False,G,2,CPM,HokanKruse,0.0004999999999999999,40411369,2,0.005068323372012237
363,False,G,2,CPM,RaytheonStatler,0.0004999999999999999,42766636,3,0.004686091836949521
364,False,G,2,CPM,FrazierManhattan,0.0008340502686000295,75637087,0,0.010515808072739498
365,False,G,2,CPM,DravidianHornblower,0.0008340502686000295,86294701,1,0.008762476829496305
366,False,G,2,CPM,CayleyHaas,0.0008340502686000295,80876595,2,0.006341984476695478
367,False,G,2,CPM,MannAllstate,0.0008340502686000295,70667366,3,0.011358754918716614
368,False,G,2,CPM,WilburSchwab,0.0013912797011035628,99437979,0,0.011518169448633967
369,False,G,2,CPM,AmocoAlgonquian,0.0013912797011035628,34080991,1,0.009811924252708848
370,False,G,2,CPM,GerryHyman,0.0013912797011035628,61884653,2,0.006361195114440924
371,False,G,2,CPM,NicosiaAida,0.0013912797011035628,32245573,3,0.018779157489663124
372,False,G,2,CPM,CayleyChurchillian,0.002320794416806388,50916710,0,0.014921183549180907
373,False,G,2,CPM,PrincipiaDonner,0.002320794416806388,20566857,1,0.013979526116748
374,False,G,2,CPM,CayugaWednesday,0.002320794416806388,14595588,2,0.014289237444074739
375,False,G,2,CPM,MyersGhent,0.002320794416806388,60446712,3,0.1181675480414837
376,False,G,2,CPM,LebesgueCahill,0.0038713184134056343,60644785,0,0.021369349162410702
377,False,G,2,CPM,AlexanderTeresa,0.0038713184134056343,38609803,1,0.018904748819387623
378,False,G,2,CPM,LoweCheyenne,0.0038713184134056343,44145190,2,0.29518738134155453
379,False,G,2,CPM,LincolnWoodstock,0.0038713184134056343,54895330,3,0.32588134256416595
380,False,G,2,CPM,HanfordSuzanne,0.006457748325074419,11580419,0,0.031030319900881446
381,False,G,2,CPM,JapanSpringfield,0.006457748325074419,60719346,1,0.25800928055997285
382,False,G,2,CPM,MoyerLivermore,0.006457748325074419,72452318,2,0.31010121484565073
383,False,G,2,CPM,NazarethBeebe,0.006457748325074419,15235984,3,0.4193162513724811
384,False,G,2,CPM,BuenaBruno,0.010772173450159416,43473705,0,0.3443365077310955
385,False,G,2,CPM,SinologyDnieper,0.010772173450159416,83114787,1,0.449873637341938
386,False,G,2,CPM,CollierMt,0.010772173450159416,54233716,2,0.4610754295869784
387,False,G,2,CPM,LaoRiordan,0.010772173450159416,71424777,3,0.4720977228551853
388,False,G,2,CPM,WaltAsheville,0.017969068319023125,22242078,0,0.4301058220632914
389,False,G,2,CPM,RungeManchester,0.017969068319023125,85829223,1,0.4814240935410257
390,False,G,2,CPM,SommerfeldBarstow,0.017969068319023125,50871202,2,0.47495023369030875
391,False,G,2,CPM,AristoteleanActon,0.017969068319023125,89313587,3,0.46706611877901266
392,False,G,2,CPM,SandraElinor,0.02997421251594704,89400097,0,0.4686440359768292
393,False,G,2,CPM,LotteCulver,0.02997421251594704,21159867,1,0.4675579233966951
394,False,G,2,CPM,McGrawMenelaus,0.02997421251594704,64849702,2,0.4494242751649457
395,False,G,2,CPM,HoloceneCzech,0.02997421251594704,38719819,3,0.45131603830726874
396,False,G,2,CPM,HirschBolivia,0.049999999999999996,42169011,0,0.4379875469076415
397,False,G,2,CPM,SaudMaxine,0.049999999999999996,77143455,1,0.424098986123204
398,False,G,2,CPM,GautamaRaytheon,0.049999999999999996,9713577,2,0.4153457277775111
399,False,G,2,CPM,EnglishArmstrong,0.049999999999999996,88285431,3,0.4116323365062278
