,HessLyon,ScotsmenSpica,PeruvianFinnegan,SophieAlec,SchweitzerYonkers,MildredBritish,BobbieEdmonton,BelaAntilles,ScotiaThomistic,CarletonSutton,BrahmsianAchaean,HolmesDeneb,ClydeBalboa,CarruthersPeruvian,InterpolSanchez
8687096,23,22.0,31.0,7.0,7.0,23,33.0,27.0,6.0,5.0,24,31.0,30.0,22.0,12.0
8689148,39,41.0,6.0,27.0,24.0,46,8.0,7.0,4.0,20.0,28,39.0,29.0,26.0,4.0
8689674,40,17.0,32.0,1.0,1.0,18,18.0,38.0,1.0,1.0,43,22.0,12.0,1.0,1.0
8696919,39,36.0,8.0,7.0,6.0,8,9.0,8.0,26.0,5.0,9,31.0,30.0,8.0,5.0
8697453,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
8698941,39,41.0,6.0,4.0,24.0,46,8.0,7.0,27.0,20.0,28,39.0,32.0,26.0,4.0
8700125,2,2.0,2.0,2.0,0.0,20,2.0,2.0,2.0,2.0,21,2.0,2.0,2.0,2.0
8704079,11,10.0,24.0,9.0,22.0,10,27.0,6.0,21.0,18.0,11,18.0,8.0,9.0,18.0
8705088,36,37.0,4.0,26.0,25.0,35,32.0,34.0,25.0,22.0,40,29.0,29.0,25.0,6.0
8709865,16,16.0,15.0,30.0,13.0,16,17.0,15.0,12.0,8.0,17,16.0,12.0,11.0,12.0
8710444,16,16.0,15.0,10.0,39.0,16,17.0,15.0,45.0,8.0,17,13.0,10.0,11.0,12.0
8711574,39,37.0,30.0,4.0,24.0,35,35.0,7.0,27.0,4.0,28,39.0,29.0,33.0,4.0
8712361,52,46.0,27.0,24.0,23.0,30,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
8715940,9,8.0,7.0,6.0,6.0,8,9.0,25.0,6.0,21.0,9,9.0,6.0,24.0,5.0
8717042,73,32.0,28.0,29.0,8.0,31,56.0,29.0,30.0,26.0,48,28.0,34.0,29.0,23.0
8717219,35,26.0,4.0,4.0,15.0,27,4.0,4.0,4.0,3.0,28,4.0,2.0,4.0,4.0
8723267,36,37.0,30.0,26.0,25.0,35,35.0,34.0,25.0,22.0,40,29.0,29.0,25.0,6.0
8723397,1,1.0,1.0,,,1,1.0,1.0,,,1,1.0,1.0,,
8723983,15,15.0,14.0,14.0,11.0,15,59.0,14.0,4.0,10.0,16,60.0,11.0,14.0,9.0
8741619,36,41.0,31.0,26.0,24.0,57,35.0,34.0,25.0,11.0,29,29.0,27.0,16.0,20.0
8752697,44,0.0,17.0,17.0,2.0,6,20.0,17.0,14.0,12.0,0,17.0,15.0,5.0,0.0
8755914,7,24.0,9.0,18.0,9.0,19,23.0,9.0,8.0,7.0,20,21.0,16.0,17.0,14.0
8765298,22,20.0,18.0,21.0,,22,21.0,19.0,17.0,,23,19.0,16.0,7.0,
8792120,1,1.0,1.0,1.0,,1,1.0,1.0,1.0,,1,1.0,1.0,4.0,
8792477,63,53.0,44.0,12.0,33.0,60,53.0,13.0,35.0,16.0,67,47.0,46.0,21.0,16.0
8798010,48,43.0,38.0,32.0,37.0,49,3.0,39.0,43.0,28.0,52,41.0,37.0,31.0,25.0
8801715,15,15.0,14.0,14.0,18.0,15,16.0,14.0,4.0,10.0,16,15.0,11.0,14.0,11.0
8801736,37,13.0,21.0,8.0,19.0,66,59.0,22.0,7.0,6.0,72,15.0,20.0,14.0,11.0
8802069,12,53.0,44.0,32.0,33.0,11,50.0,48.0,39.0,9.0,67,47.0,49.0,21.0,25.0
8805777,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
8809171,15,15.0,14.0,14.0,4.0,15,13.0,14.0,7.0,10.0,16,15.0,11.0,7.0,0.0
8810141,15,15.0,14.0,14.0,11.0,15,16.0,14.0,4.0,6.0,16,15.0,11.0,14.0,11.0
8810739,4,,,,,0,,,,,5,,,,
8812078,36,33.0,30.0,27.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,29.0,25.0,6.0
8813113,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,27.0,25.0,6.0
8814524,14,12.0,12.0,11.0,10.0,11,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
8814922,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
8821758,10,9.0,8.0,,,9,10.0,8.0,,,10,10.0,7.0,,
8826198,16,16.0,15.0,30.0,13.0,75,17.0,15.0,12.0,8.0,17,16.0,12.0,11.0,12.0
8835968,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
8838927,56,10.0,9.0,38.0,16.0,53,11.0,9.0,27.0,7.0,22,11.0,18.0,18.0,2.0
8840343,30,18.0,14.0,14.0,24.0,29,8.0,26.0,16.0,20.0,4,8.0,5.0,26.0,6.0
8842220,36,33.0,30.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,27.0,25.0,6.0
8847957,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
8850802,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
8864096,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
8864778,37,59.0,29.0,41.0,12.0,61,57.0,32.0,41.0,9.0,17,48.0,28.0,44.0,9.0
8864785,68,25.0,43.0,35.0,20.0,72,26.0,49.0,35.0,16.0,27,54.0,21.0,20.0,16.0
8865199,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
8877158,67,58.0,38.0,32.0,37.0,69,55.0,48.0,39.0,28.0,69,59.0,37.0,31.0,25.0
8877971,3,3.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,3,2.0,3.0,3.0,3.0
8880781,9,9.0,8.0,7.0,,8,10.0,8.0,6.0,,9,9.0,7.0,8.0,
8884212,56,38.0,9.0,38.0,16.0,53,11.0,9.0,8.0,7.0,22,11.0,32.0,18.0,2.0
8891315,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
8912726,65,56.0,13.0,12.0,33.0,63,53.0,13.0,11.0,9.0,26,57.0,44.0,12.0,10.0
8922644,74,66.0,50.0,39.0,38.0,69,64.0,51.0,43.0,34.0,78,64.0,51.0,38.0,31.0
8924186,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
8932110,36,33.0,30.0,4.0,24.0,32,4.0,7.0,27.0,22.0,28,29.0,29.0,33.0,4.0
8939384,34,36.0,7.0,6.0,6.0,38,33.0,25.0,26.0,21.0,45,31.0,31.0,24.0,19.0
8942413,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
8943485,36,33.0,30.0,26.0,25.0,32,32.0,31.0,25.0,20.0,36,29.0,27.0,25.0,6.0
8951591,17,18.0,33.0,14.0,41.0,39,19.0,33.0,13.0,11.0,46,30.0,14.0,42.0,23.0
8953579,10,9.0,8.0,,,9,10.0,8.0,,,10,10.0,7.0,,
8954684,10,9.0,,,,9,10.0,,,,10,10.0,,,
8954910,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
8955607,9,,,,,8,,,,,9,,,,
8957325,1,1.0,1.0,1.0,,1,1.0,1.0,1.0,,1,1.0,1.0,4.0,
8970595,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,6.0,8.0,5.0
8974428,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
8978117,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,4.0,1.0
8979434,9,8.0,8.0,7.0,6.0,8,10.0,8.0,6.0,5.0,9,9.0,6.0,8.0,5.0
8980589,64,55.0,47.0,31.0,30.0,65,52.0,50.0,33.0,27.0,68,56.0,36.0,30.0,24.0
8981761,46,61.0,21.0,15.0,11.0,7,13.0,14.0,23.0,24.0,8,62.0,11.0,26.0,11.0
8993049,37,53.0,44.0,41.0,37.0,61,50.0,48.0,39.0,33.0,65,59.0,28.0,21.0,25.0
8995807,46,61.0,21.0,40.0,10.0,67,59.0,22.0,22.0,6.0,72,60.0,24.0,10.0,29.0
8997281,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9006142,77,62.0,36.0,15.0,2.0,21,47.0,44.0,36.0,12.0,60,48.0,43.0,5.0,11.0
9015568,70,61.0,29.0,11.0,12.0,61,59.0,32.0,41.0,33.0,65,60.0,28.0,44.0,9.0
9015745,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
9034378,70,7.0,11.0,8.0,19.0,12,17.0,11.0,7.0,33.0,13,13.0,28.0,12.0,9.0
9037152,65,56.0,13.0,8.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,10.0,10.0
9039416,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
9048462,63,53.0,44.0,32.0,37.0,61,50.0,48.0,39.0,28.0,65,59.0,49.0,21.0,25.0
9051500,61,16.0,42.0,10.0,10.0,16,17.0,24.0,37.0,6.0,17,13.0,23.0,10.0,10.0
9051960,76,59.0,29.0,41.0,27.0,70,57.0,52.0,29.0,25.0,61,48.0,40.0,27.0,22.0
9057043,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,46.0,12.0,10.0
9057998,77,65.0,54.0,42.0,41.0,74,62.0,54.0,48.0,35.0,77,63.0,55.0,42.0,32.0
9061235,14,12.0,12.0,11.0,33.0,14,14.0,12.0,37.0,15.0,14,14.0,44.0,21.0,7.0
9062992,63,53.0,12.0,11.0,33.0,62,50.0,12.0,39.0,16.0,59,14.0,49.0,21.0,16.0
9064208,63,53.0,44.0,11.0,33.0,62,50.0,12.0,39.0,16.0,59,47.0,49.0,21.0,16.0
9067063,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,12.0,10.0
9068024,65,56.0,13.0,12.0,33.0,63,53.0,13.0,11.0,15.0,26,57.0,46.0,10.0,7.0
9068346,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,12.0,10.0
9069084,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,12.0,10.0
9072237,63,53.0,44.0,32.0,37.0,14,50.0,48.0,39.0,28.0,65,47.0,49.0,21.0,25.0
9072560,13,7.0,11.0,16.0,11.0,12,13.0,11.0,23.0,24.0,13,13.0,24.0,7.0,27.0
9074101,47,55.0,47.0,31.0,30.0,48,38.0,50.0,32.0,27.0,51,40.0,36.0,30.0,24.0
9077224,13,7.0,13.0,8.0,39.0,12,59.0,32.0,7.0,6.0,13,60.0,20.0,14.0,7.0
9078240,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
9083312,72,65.0,54.0,42.0,40.0,74,61.0,53.0,46.0,35.0,76,63.0,54.0,42.0,23.0
9085808,28,28.0,42.0,11.0,10.0,28,28.0,24.0,10.0,9.0,30,25.0,9.0,12.0,10.0
9091922,61,12.0,12.0,11.0,10.0,62,14.0,12.0,10.0,9.0,30,14.0,9.0,12.0,10.0
9094797,28,28.0,12.0,11.0,10.0,28,59.0,12.0,10.0,9.0,30,25.0,9.0,12.0,10.0
9097065,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
9103710,69,60.0,51.0,25.0,39.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
9103732,63,50.0,44.0,35.0,36.0,60,45.0,13.0,35.0,31.0,67,47.0,46.0,34.0,30.0
9109799,74,66.0,50.0,39.0,38.0,69,64.0,51.0,43.0,34.0,78,64.0,51.0,38.0,31.0
9116228,30,15.0,14.0,14.0,11.0,29,8.0,26.0,9.0,10.0,4,8.0,11.0,7.0,11.0
9141404,77,65.0,54.0,42.0,40.0,74,62.0,54.0,48.0,35.0,77,63.0,55.0,42.0,32.0
9154024,12,11.0,10.0,8.0,19.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
9161929,10,8.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,9.0,6.0,8.0,5.0
9177218,18,18.0,16.0,20.0,8.0,78,19.0,33.0,16.0,11.0,19,8.0,14.0,15.0,13.0
9201911,22,20.0,18.0,2.0,9.0,53,2.0,19.0,2.0,7.0,23,11.0,18.0,18.0,8.0
9202326,9,8.0,7.0,7.0,6.0,8,9.0,8.0,6.0,5.0,9,9.0,6.0,8.0,5.0
9207332,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
9212816,15,34.0,14.0,14.0,18.0,47,16.0,14.0,4.0,20.0,33,50.0,5.0,4.0,11.0
9234420,29,29.0,25.0,20.0,13.0,17,7.0,30.0,12.0,8.0,32,26.0,17.0,15.0,13.0
9235545,14,12.0,12.0,10.0,4.0,13,14.0,12.0,37.0,6.0,14,14.0,44.0,10.0,7.0
9236708,42,34.0,14.0,38.0,18.0,15,16.0,14.0,4.0,33.0,33,50.0,5.0,7.0,2.0
9237370,19,23.0,33.0,5.0,5.0,19,24.0,16.0,18.0,4.0,20,21.0,14.0,16.0,8.0
9237734,61,12.0,12.0,10.0,4.0,13,14.0,12.0,37.0,6.0,14,14.0,44.0,10.0,7.0
9238937,63,50.0,22.0,35.0,36.0,14,45.0,43.0,35.0,31.0,59,52.0,49.0,34.0,16.0
9239759,37,7.0,52.0,41.0,33.0,66,17.0,15.0,19.0,9.0,13,13.0,53.0,7.0,9.0
9241349,9,8.0,7.0,6.0,6.0,8,9.0,8.0,6.0,5.0,9,9.0,6.0,8.0,5.0
9251793,63,50.0,22.0,35.0,29.0,14,45.0,38.0,35.0,31.0,59,52.0,47.0,34.0,16.0
9252296,63,31.0,43.0,21.0,17.0,14,63.0,49.0,47.0,14.0,59,54.0,50.0,34.0,15.0
9275210,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,4.0,27.0,25.0,6.0
9287199,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
9287906,38,39.0,31.0,5.0,29.0,42,34.0,27.0,31.0,31.0,73,32.0,33.0,41.0,21.0
9288827,44,19.0,17.0,5.0,29.0,34,42.0,33.0,18.0,11.0,39,30.0,35.0,16.0,21.0
9291437,59,41.0,30.0,26.0,28.0,57,46.0,31.0,25.0,22.0,29,39.0,29.0,25.0,4.0
9291474,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,4.0,27.0,25.0,6.0
9291938,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,27.0,25.0,6.0
9294475,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
9348984,9,8.0,7.0,6.0,9.0,8,9.0,25.0,2.0,21.0,9,9.0,6.0,18.0,8.0
9351843,7,18.0,32.0,20.0,14.0,18,19.0,16.0,16.0,11.0,41,22.0,17.0,15.0,13.0
9372642,7,24.0,20.0,21.0,0.0,19,24.0,16.0,2.0,14.0,20,21.0,19.0,16.0,8.0
9384504,61,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
9408003,7,24.0,33.0,0.0,14.0,6,42.0,16.0,18.0,0.0,42,33.0,35.0,16.0,0.0
9409359,77,62.0,48.0,15.0,16.0,21,47.0,44.0,36.0,12.0,77,48.0,43.0,19.0,11.0
9421292,49,2.0,2.0,2.0,9.0,20,2.0,19.0,2.0,7.0,21,11.0,2.0,2.0,8.0
9422291,9,8.0,7.0,6.0,6.0,8,9.0,25.0,6.0,21.0,9,9.0,6.0,8.0,5.0
9423829,14,12.0,12.0,11.0,10.0,13,14.0,12.0,37.0,15.0,14,14.0,44.0,12.0,7.0
9424902,60,51.0,34.0,28.0,27.0,58,48.0,36.0,29.0,25.0,61,35.0,26.0,27.0,22.0
9428865,71,50.0,22.0,22.0,29.0,77,45.0,38.0,46.0,25.0,66,52.0,54.0,41.0,21.0
9429085,33,63.0,11.0,28.0,11.0,56,13.0,11.0,9.0,11.0,75,61.0,13.0,7.0,27.0
9436520,7,24.0,16.0,5.0,14.0,19,42.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
9445876,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,19.0,2.0,2.0,8.0
9447255,49,2.0,49.0,38.0,16.0,20,11.0,9.0,8.0,7.0,21,11.0,16.0,18.0,2.0
9457719,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
9469519,64,55.0,47.0,31.0,30.0,65,52.0,50.0,33.0,27.0,68,56.0,36.0,30.0,24.0
9480916,8,61.0,12.0,23.0,11.0,7,13.0,12.0,22.0,6.0,8,13.0,44.0,12.0,12.0
9481869,9,8.0,7.0,6.0,6.0,8,9.0,25.0,6.0,5.0,9,9.0,18.0,8.0,5.0
9488991,10,9.0,8.0,7.0,7.0,42,10.0,8.0,6.0,5.0,9,10.0,7.0,8.0,5.0
9503203,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
9503414,60,51.0,54.0,28.0,9.0,58,48.0,53.0,29.0,7.0,62,35.0,40.0,27.0,22.0
9503428,60,51.0,34.0,28.0,27.0,58,48.0,36.0,29.0,25.0,62,35.0,40.0,27.0,22.0
9507904,38,39.0,31.0,30.0,29.0,42,34.0,27.0,31.0,31.0,73,32.0,33.0,41.0,21.0
9508724,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
9511772,1,1.0,1.0,1.0,,1,1.0,1.0,1.0,,1,1.0,1.0,4.0,
9513911,69,60.0,51.0,25.0,11.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
9519425,28,28.0,42.0,11.0,10.0,28,28.0,24.0,10.0,9.0,30,25.0,9.0,12.0,10.0
9521722,28,28.0,12.0,11.0,4.0,28,14.0,12.0,10.0,6.0,30,25.0,9.0,12.0,7.0
9524538,60,51.0,54.0,28.0,27.0,58,48.0,53.0,29.0,7.0,62,35.0,40.0,27.0,22.0
9525492,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9527333,43,17.0,32.0,30.0,29.0,17,18.0,38.0,31.0,31.0,73,7.0,47.0,41.0,21.0
9527522,72,64.0,54.0,42.0,41.0,74,61.0,53.0,46.0,35.0,76,63.0,54.0,42.0,32.0
9530532,9,8.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,9,9.0,6.0,8.0,19.0
9531722,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9532295,8,61.0,11.0,14.0,11.0,7,59.0,32.0,41.0,10.0,8,60.0,20.0,14.0,9.0
9539868,35,26.0,4.0,4.0,15.0,27,4.0,4.0,27.0,3.0,28,4.0,2.0,4.0,4.0
9556700,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9565674,17,35.0,19.0,5.0,24.0,39,19.0,33.0,13.0,4.0,46,16.0,32.0,26.0,4.0
9567051,49,2.0,49.0,38.0,15.0,20,11.0,2.0,8.0,18.0,21,11.0,2.0,2.0,2.0
9577562,42,41.0,6.0,4.0,24.0,67,8.0,7.0,27.0,20.0,4,51.0,32.0,33.0,4.0
9583435,31,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
9585013,44,19.0,33.0,5.0,14.0,33,24.0,33.0,18.0,11.0,39,33.0,14.0,16.0,13.0
9585036,59,41.0,6.0,4.0,26.0,46,36.0,35.0,28.0,22.0,50,34.0,32.0,33.0,4.0
9585145,52,19.0,31.0,24.0,23.0,33,24.0,28.0,28.0,19.0,37,44.0,25.0,23.0,20.0
9589146,11,10.0,24.0,9.0,22.0,10,27.0,6.0,21.0,18.0,11,18.0,8.0,9.0,18.0
9594273,14,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
9604434,28,28.0,13.0,12.0,4.0,28,28.0,13.0,11.0,9.0,26,25.0,9.0,12.0,7.0
9606496,10,9.0,8.0,7.0,6.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
9609048,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9612903,14,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
9621307,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
9637388,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
9641919,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
9643439,45,36.0,7.0,27.0,7.0,38,33.0,27.0,6.0,5.0,45,31.0,31.0,22.0,19.0
9698907,34,36.0,7.0,7.0,,38,22.0,25.0,6.0,,45,31.0,6.0,8.0,
9707941,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9714476,14,12.0,12.0,10.0,39.0,13,14.0,12.0,45.0,33.0,14,14.0,10.0,11.0,7.0
9716858,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,5,0.0,0.0,0.0,
9718223,9,8.0,7.0,,,8,10.0,25.0,,,9,9.0,6.0,,
9720614,34,36.0,7.0,6.0,6.0,38,33.0,25.0,26.0,21.0,45,31.0,31.0,24.0,19.0
9724693,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
9730873,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9739780,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
9741463,1,1.0,1.0,,,1,1.0,1.0,,,1,1.0,1.0,,
9747418,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
9750356,54,48.0,39.0,33.0,31.0,37,40.0,40.0,5.0,29.0,44,45.0,39.0,32.0,26.0
9753418,40,38.0,9.0,20.0,26.0,78,36.0,35.0,28.0,10.0,50,34.0,32.0,39.0,12.0
9753494,13,7.0,11.0,14.0,18.0,12,13.0,11.0,4.0,33.0,13,13.0,28.0,11.0,9.0
9753530,53,4.0,36.0,17.0,2.0,52,47.0,44.0,36.0,12.0,60,48.0,43.0,5.0,0.0
9761454,39,33.0,31.0,26.0,24.0,35,35.0,31.0,25.0,20.0,40,29.0,27.0,25.0,6.0
9766793,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9767705,76,7.0,45.0,40.0,12.0,70,57.0,46.0,19.0,6.0,63,47.0,46.0,44.0,7.0
9787592,4,0.0,0.0,17.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
9787859,4,0.0,3.0,3.0,22.0,0,0.0,3.0,3.0,18.0,5,2.0,3.0,3.0,8.0
9787933,5,5.0,5.0,0.0,0.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
9792178,21,23.0,18.0,19.0,9.0,19,21.0,19.0,8.0,14.0,20,19.0,16.0,25.0,8.0
9795662,4,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,3.0,5,0.0,0.0,0.0,0.0
9796812,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9798791,45,21.0,19.0,20.0,5.0,45,22.0,20.0,16.0,4.0,49,20.0,31.0,22.0,19.0
9800031,21,22.0,18.0,19.0,26.0,53,34.0,27.0,28.0,7.0,22,32.0,30.0,22.0,0.0
9800178,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,27.0,25.0,6.0
9806510,39,26.0,30.0,27.0,24.0,46,35.0,34.0,27.0,4.0,28,29.0,29.0,26.0,4.0
9808022,4,0.0,3.0,2.0,4.0,0,0.0,3.0,0.0,3.0,5,0.0,0.0,0.0,5.0
9808146,36,33.0,4.0,26.0,25.0,32,32.0,31.0,25.0,22.0,36,29.0,27.0,25.0,6.0
9809626,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9811608,45,21.0,19.0,20.0,5.0,45,22.0,20.0,16.0,5.0,49,20.0,31.0,22.0,19.0
9813188,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9820270,4,0.0,0.0,,,0,0.0,3.0,,,5,0.0,0.0,,
9822593,9,8.0,7.0,6.0,6.0,8,9.0,25.0,6.0,21.0,9,9.0,6.0,8.0,5.0
9835169,0,,,,,0,,,,,5,,,,
9838294,0,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
9841469,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
9842000,44,19.0,4.0,26.0,25.0,34,42.0,31.0,25.0,22.0,39,17.0,27.0,25.0,6.0
9842383,4,5.0,24.0,3.0,3.0,0,0.0,3.0,3.0,18.0,5,5.0,3.0,9.0,8.0
9845997,39,37.0,19.0,27.0,14.0,35,35.0,34.0,28.0,11.0,40,37.0,29.0,26.0,21.0
9847388,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9848760,58,50.0,22.0,35.0,36.0,60,45.0,43.0,35.0,32.0,66,52.0,21.0,34.0,30.0
9853425,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
9856062,9,8.0,8.0,7.0,,8,10.0,8.0,6.0,,9,9.0,6.0,8.0,
9870483,14,12.0,51.0,11.0,33.0,62,14.0,12.0,39.0,9.0,14,14.0,49.0,21.0,10.0
9889095,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9897223,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
9927082,2,2.0,2.0,2.0,0.0,20,2.0,2.0,2.0,18.0,21,18.0,2.0,2.0,2.0
9940382,49,2.0,49.0,7.0,15.0,20,2.0,2.0,2.0,18.0,21,18.0,2.0,2.0,2.0
9961098,61,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
9965610,63,53.0,44.0,11.0,33.0,14,50.0,12.0,39.0,9.0,59,47.0,49.0,21.0,16.0
9971209,22,20.0,18.0,19.0,9.0,22,21.0,19.0,8.0,7.0,23,19.0,16.0,25.0,8.0
9983191,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
9983417,24,23.0,54.0,5.0,9.0,24,23.0,53.0,17.0,11.0,25,21.0,33.0,7.0,8.0
