,HessLyon,ScotsmenSpica,PeruvianFinnegan,SophieAlec,SchweitzerYonkers,MildredBritish,BobbieEdmonton,BelaAntilles,ScotiaThomistic,CarletonSutton,BrahmsianAchaean,HolmesDeneb,ClydeBalboa,CarruthersPeruvian,InterpolSanchez
11785627,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
11788830,57,47.0,39.0,33.0,31.0,55,40.0,40.0,5.0,29.0,58,45.0,41.0,32.0,26.0
11813287,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
11821320,3,3.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,3,2.0,3.0,3.0,3.0
11826171,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
11838242,57,47.0,31.0,8.0,18.0,55,40.0,2.0,9.0,18.0,40,37.0,41.0,26.0,8.0
11841664,14,12.0,12.0,10.0,33.0,13,14.0,12.0,37.0,15.0,14,14.0,44.0,12.0,7.0
11851588,52,35.0,16.0,5.0,14.0,33,42.0,33.0,18.0,11.0,39,30.0,14.0,16.0,13.0
11853038,51,45.0,39.0,33.0,22.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,26.0
11871574,37,57.0,29.0,41.0,12.0,66,54.0,32.0,41.0,33.0,2,58.0,28.0,44.0,9.0
11874130,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
11876076,12,56.0,13.0,8.0,19.0,11,53.0,13.0,7.0,6.0,12,57.0,46.0,10.0,7.0
11889676,53,54.0,45.0,36.0,34.0,52,49.0,46.0,40.0,30.0,56,49.0,45.0,35.0,29.0
11891098,32,15.0,14.0,14.0,12.0,15,31.0,26.0,13.0,11.0,16,8.0,11.0,29.0,9.0
11905911,29,29.0,25.0,27.0,,17,7.0,30.0,6.0,,32,26.0,13.0,22.0,
11908619,61,52.0,46.0,11.0,10.0,62,51.0,22.0,48.0,9.0,59,55.0,48.0,42.0,23.0
11909406,53,54.0,45.0,36.0,34.0,77,49.0,46.0,40.0,30.0,56,49.0,45.0,35.0,29.0
11934107,57,37.0,24.0,9.0,22.0,55,27.0,34.0,21.0,18.0,11,37.0,8.0,9.0,18.0
11934261,23,60.0,9.0,25.0,13.0,23,58.0,44.0,12.0,10.0,24,38.0,18.0,11.0,12.0
11946903,71,51.0,34.0,28.0,27.0,77,48.0,36.0,29.0,4.0,62,35.0,40.0,27.0,22.0
11986594,57,37.0,24.0,9.0,22.0,55,27.0,34.0,21.0,18.0,11,37.0,41.0,9.0,5.0
12000033,11,10.0,24.0,9.0,22.0,3,27.0,6.0,21.0,18.0,3,18.0,8.0,9.0,18.0
12026822,28,,,,,28,,,,,26,,,,
12030078,15,61.0,14.0,14.0,11.0,7,59.0,14.0,41.0,33.0,16,60.0,11.0,14.0,9.0
12031406,13,30.0,48.0,16.0,42.0,12,29.0,55.0,23.0,24.0,13,62.0,24.0,7.0,27.0
12049797,76,32.0,22.0,22.0,20.0,72,56.0,23.0,19.0,16.0,48,23.0,34.0,20.0,16.0
12073881,3,14.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,15,2.0,3.0,3.0,3.0
12089601,11,10.0,24.0,,,10,27.0,3.0,,,11,18.0,41.0,,
12121795,57,10.0,24.0,33.0,22.0,55,27.0,40.0,21.0,18.0,11,18.0,41.0,32.0,26.0
12122924,70,7.0,53.0,41.0,12.0,75,54.0,13.0,41.0,8.0,79,58.0,28.0,44.0,12.0
12138418,75,31.0,26.0,16.0,42.0,79,63.0,55.0,47.0,24.0,80,27.0,50.0,43.0,27.0
12195879,69,60.0,51.0,25.0,39.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
12217572,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
12225666,11,10.0,24.0,9.0,22.0,10,27.0,6.0,21.0,18.0,11,18.0,8.0,9.0,18.0
12233237,19,64.0,17.0,17.0,29.0,21,61.0,17.0,14.0,12.0,42,33.0,15.0,41.0,21.0
12252572,12,63.0,52.0,10.0,39.0,66,60.0,10.0,45.0,33.0,13,61.0,10.0,11.0,9.0
12253020,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
12260696,3,14.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,15,2.0,3.0,3.0,3.0
12262910,72,64.0,54.0,42.0,41.0,74,61.0,53.0,46.0,35.0,76,63.0,54.0,42.0,32.0
12273754,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
12279909,7,24.0,32.0,5.0,14.0,18,19.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
12279941,7,29.0,16.0,20.0,14.0,18,7.0,33.0,13.0,11.0,41,22.0,14.0,15.0,13.0
12281339,19,19.0,33.0,5.0,14.0,19,24.0,33.0,18.0,11.0,25,33.0,15.0,16.0,13.0
12293334,7,24.0,33.0,0.0,14.0,6,42.0,16.0,18.0,0.0,42,33.0,35.0,16.0,0.0
12299621,19,23.0,20.0,21.0,23.0,19,24.0,21.0,47.0,14.0,20,21.0,19.0,23.0,20.0
12299647,73,32.0,35.0,29.0,28.0,41,37.0,37.0,30.0,26.0,60,36.0,34.0,28.0,23.0
12299704,7,24.0,16.0,5.0,14.0,6,42.0,16.0,18.0,11.0,41,33.0,35.0,16.0,13.0
12299805,7,24.0,32.0,21.0,9.0,18,19.0,16.0,13.0,14.0,41,22.0,14.0,19.0,8.0
12300089,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
12325227,38,39.0,31.0,27.0,29.0,42,34.0,27.0,14.0,31.0,73,32.0,33.0,41.0,21.0
12335381,4,5.0,39.0,13.0,5.0,0,0.0,41.0,5.0,6.0,5,5.0,22.0,13.0,9.0
12336493,50,10.0,24.0,9.0,22.0,50,2.0,6.0,21.0,18.0,53,18.0,38.0,9.0,18.0
12356747,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,43.0,15.0
12360656,11,10.0,24.0,9.0,22.0,10,27.0,34.0,21.0,18.0,11,18.0,8.0,9.0,18.0
12364717,72,24.0,33.0,5.0,14.0,21,42.0,16.0,18.0,11.0,42,33.0,35.0,16.0,13.0
12366224,9,8.0,7.0,7.0,7.0,8,9.0,2.0,6.0,17.0,9,9.0,18.0,8.0,5.0
12366640,10,9.0,8.0,7.0,,9,10.0,8.0,6.0,,10,10.0,7.0,8.0,
12367135,10,,,,,9,,,,,10,,,,
12367568,34,9.0,7.0,7.0,6.0,38,10.0,2.0,6.0,29.0,45,10.0,18.0,8.0,5.0
12371688,23,21.0,19.0,25.0,5.0,23,22.0,20.0,26.0,4.0,24,20.0,31.0,5.0,5.0
12387154,56,20.0,18.0,19.0,9.0,53,21.0,19.0,8.0,7.0,22,19.0,16.0,18.0,8.0
12389097,37,57.0,48.0,38.0,22.0,66,55.0,44.0,41.0,33.0,2,60.0,28.0,18.0,11.0
12390459,15,15.0,14.0,14.0,39.0,15,16.0,26.0,16.0,10.0,16,8.0,11.0,39.0,11.0
12398622,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
12420377,32,15.0,14.0,14.0,8.0,15,31.0,26.0,16.0,10.0,16,8.0,11.0,29.0,11.0
12420898,15,15.0,21.0,14.0,4.0,15,16.0,14.0,7.0,6.0,16,15.0,11.0,14.0,7.0
12422147,15,15.0,14.0,38.0,18.0,15,16.0,14.0,4.0,7.0,16,15.0,11.0,29.0,11.0
12422355,15,15.0,14.0,14.0,18.0,15,16.0,14.0,4.0,15.0,16,15.0,11.0,14.0,11.0
12424328,11,10.0,24.0,9.0,9.0,10,27.0,6.0,21.0,7.0,11,18.0,8.0,9.0,8.0
12424940,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
12425856,11,10.0,24.0,9.0,22.0,10,27.0,6.0,21.0,18.0,11,18.0,8.0,9.0,18.0
12452356,11,38.0,28.0,6.0,,10,36.0,5.0,0.0,,11,34.0,4.0,9.0,
12474164,65,56.0,13.0,23.0,4.0,63,53.0,13.0,44.0,6.0,26,57.0,23.0,40.0,7.0
12474815,16,7.0,15.0,10.0,39.0,75,60.0,15.0,45.0,33.0,13,13.0,10.0,11.0,7.0
12475432,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
12476851,49,2.0,49.0,38.0,16.0,20,11.0,9.0,8.0,7.0,21,11.0,16.0,18.0,2.0
12478620,51,45.0,24.0,9.0,5.0,10,41.0,27.0,21.0,18.0,11,43.0,41.0,9.0,8.0
12479019,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
12498338,49,2.0,49.0,38.0,16.0,36,11.0,9.0,8.0,7.0,43,11.0,16.0,18.0,2.0
12500843,15,21.0,9.0,,,15,22.0,26.0,,,74,20.0,17.0,,
12509506,23,20.0,9.0,19.0,9.0,23,11.0,19.0,16.0,7.0,24,19.0,18.0,18.0,8.0
12548756,45,21.0,19.0,20.0,5.0,45,22.0,20.0,16.0,4.0,49,20.0,31.0,22.0,19.0
12551020,30,30.0,48.0,16.0,11.0,29,29.0,14.0,23.0,24.0,33,62.0,24.0,7.0,11.0
12585379,11,38.0,9.0,9.0,22.0,10,11.0,9.0,8.0,7.0,11,11.0,16.0,18.0,2.0
12587013,37,57.0,29.0,41.0,12.0,66,59.0,32.0,8.0,33.0,2,58.0,28.0,44.0,9.0
12598741,12,11.0,10.0,8.0,19.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
12612426,54,47.0,39.0,34.0,31.0,37,40.0,41.0,5.0,20.0,58,51.0,39.0,32.0,28.0
12617396,11,10.0,24.0,9.0,22.0,10,27.0,6.0,21.0,18.0,11,18.0,8.0,9.0,18.0
12634154,20,14.0,0.0,0.0,0.0,4,5.0,5.0,0.0,0.0,15,3.0,0.0,0.0,0.0
12654063,18,18.0,9.0,25.0,28.0,18,31.0,26.0,16.0,26.0,19,8.0,17.0,29.0,11.0
12667895,56,20.0,18.0,19.0,16.0,53,21.0,19.0,8.0,7.0,22,19.0,18.0,18.0,8.0
12670738,42,38.0,9.0,38.0,18.0,56,11.0,35.0,4.0,7.0,74,11.0,32.0,18.0,2.0
12704069,44,19.0,33.0,17.0,2.0,52,24.0,17.0,14.0,12.0,56,33.0,15.0,16.0,0.0
12704360,52,33.0,27.0,26.0,25.0,34,32.0,31.0,25.0,22.0,39,44.0,27.0,25.0,6.0
12726582,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
12745771,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
12746220,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
12782494,40,17.0,15.0,41.0,12.0,18,18.0,35.0,41.0,33.0,43,16.0,12.0,44.0,9.0
12789813,58,32.0,46.0,37.0,20.0,71,45.0,22.0,35.0,16.0,70,55.0,26.0,34.0,16.0
12813847,59,41.0,6.0,4.0,18.0,46,8.0,7.0,4.0,20.0,50,39.0,32.0,26.0,4.0
12832017,75,31.0,26.0,35.0,42.0,79,63.0,55.0,47.0,24.0,80,27.0,50.0,43.0,27.0
12839441,75,31.0,49.0,38.0,42.0,79,63.0,9.0,15.0,13.0,80,27.0,42.0,19.0,2.0
12840470,22,20.0,18.0,19.0,16.0,20,11.0,19.0,8.0,7.0,21,19.0,16.0,18.0,2.0
12842593,51,45.0,39.0,33.0,31.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,26.0
12866697,73,32.0,35.0,29.0,28.0,41,37.0,37.0,30.0,26.0,60,36.0,34.0,28.0,23.0
12868041,73,32.0,35.0,29.0,28.0,41,37.0,37.0,30.0,26.0,60,36.0,34.0,28.0,23.0
12869029,72,64.0,45.0,42.0,34.0,74,61.0,46.0,46.0,35.0,76,63.0,45.0,35.0,29.0
12871993,72,64.0,54.0,35.0,32.0,74,61.0,52.0,35.0,31.0,76,63.0,54.0,28.0,16.0
12882179,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
12882387,3,3.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,3,2.0,3.0,3.0,3.0
12884490,34,36.0,7.0,7.0,6.0,38,33.0,25.0,26.0,21.0,45,31.0,6.0,24.0,5.0
12923749,9,8.0,7.0,6.0,18.0,8,9.0,2.0,2.0,5.0,9,9.0,18.0,9.0,5.0
12928099,65,56.0,51.0,14.0,4.0,63,53.0,13.0,44.0,9.0,67,57.0,49.0,39.0,7.0
12935696,65,56.0,13.0,12.0,33.0,63,53.0,13.0,39.0,9.0,67,57.0,49.0,21.0,10.0
12935706,61,63.0,15.0,10.0,39.0,76,60.0,10.0,45.0,9.0,75,61.0,10.0,11.0,7.0
12948470,22,2.0,2.0,2.0,9.0,22,2.0,19.0,2.0,7.0,23,11.0,2.0,2.0,8.0
12962772,65,56.0,13.0,12.0,33.0,63,53.0,13.0,11.0,15.0,67,57.0,20.0,12.0,7.0
12989453,70,11.0,29.0,8.0,,76,59.0,32.0,7.0,,79,60.0,20.0,36.0,
12990900,18,18.0,19.0,25.0,8.0,78,31.0,26.0,16.0,21.0,46,8.0,17.0,29.0,23.0
13003574,28,28.0,42.0,11.0,10.0,28,28.0,24.0,10.0,9.0,30,25.0,20.0,12.0,10.0
13007383,28,28.0,42.0,23.0,4.0,28,53.0,24.0,22.0,9.0,26,57.0,23.0,10.0,7.0
13028455,12,11.0,10.0,12.0,19.0,11,12.0,10.0,11.0,9.0,12,12.0,9.0,12.0,10.0
13038489,52,46.0,27.0,5.0,14.0,33,24.0,33.0,14.0,11.0,37,30.0,15.0,16.0,13.0
13045287,38,22.0,18.0,19.0,9.0,34,34.0,27.0,28.0,7.0,38,32.0,30.0,22.0,8.0
13046354,39,37.0,31.0,27.0,5.0,35,35.0,34.0,28.0,4.0,40,37.0,30.0,22.0,4.0
13046847,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
13049485,39,37.0,30.0,26.0,5.0,35,35.0,31.0,25.0,4.0,40,37.0,27.0,25.0,5.0
13081886,16,16.0,15.0,30.0,13.0,75,17.0,15.0,12.0,8.0,17,16.0,12.0,11.0,12.0
13084891,32,15.0,14.0,20.0,13.0,31,56.0,26.0,16.0,10.0,16,8.0,11.0,24.0,12.0
13137623,15,15.0,28.0,29.0,8.0,47,16.0,26.0,16.0,4.0,16,28.0,17.0,29.0,23.0
13167025,5,5.0,5.0,0.0,,0,5.0,5.0,0.0,,5,5.0,4.0,6.0,
13167730,30,15.0,14.0,14.0,18.0,29,8.0,26.0,4.0,20.0,4,8.0,11.0,14.0,11.0
13173311,54,47.0,39.0,33.0,25.0,51,40.0,40.0,5.0,22.0,58,29.0,27.0,32.0,6.0
13191017,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
13197236,72,64.0,54.0,42.0,41.0,21,61.0,53.0,46.0,35.0,76,63.0,54.0,42.0,32.0
13199414,43,17.0,32.0,30.0,29.0,17,18.0,38.0,31.0,31.0,73,7.0,47.0,41.0,21.0
13206239,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
13210358,43,17.0,32.0,30.0,29.0,17,18.0,38.0,31.0,31.0,73,7.0,47.0,41.0,21.0
13242252,15,15.0,14.0,14.0,8.0,29,31.0,26.0,16.0,10.0,16,8.0,11.0,29.0,11.0
13242336,30,15.0,14.0,14.0,11.0,29,8.0,26.0,4.0,10.0,4,8.0,11.0,14.0,11.0
13313410,4,14.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,15,2.0,3.0,3.0,3.0
13358515,39,41.0,6.0,4.0,24.0,46,8.0,7.0,27.0,4.0,28,39.0,29.0,26.0,19.0
13365464,32,32.0,28.0,29.0,8.0,31,31.0,29.0,29.0,26.0,35,28.0,26.0,27.0,23.0
13369670,44,19.0,31.0,27.0,5.0,34,34.0,27.0,6.0,5.0,39,33.0,30.0,22.0,13.0
13370624,70,15.0,14.0,,,67,59.0,14.0,,,4,60.0,28.0,,
13380660,3,10.0,24.0,9.0,22.0,3,27.0,6.0,21.0,18.0,3,18.0,8.0,9.0,18.0
13395814,7,24.0,33.0,5.0,14.0,19,24.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
13405613,44,24.0,33.0,0.0,14.0,6,42.0,16.0,18.0,0.0,39,33.0,35.0,16.0,0.0
13411394,32,40.0,28.0,29.0,8.0,31,31.0,29.0,16.0,10.0,35,28.0,13.0,29.0,23.0
13411445,46,61.0,21.0,16.0,11.0,7,13.0,14.0,23.0,24.0,8,62.0,24.0,7.0,11.0
13411525,15,15.0,14.0,14.0,18.0,15,16.0,14.0,4.0,20.0,33,15.0,11.0,26.0,11.0
13422280,7,20.0,18.0,18.0,32.0,24,21.0,42.0,15.0,13.0,41,19.0,16.0,17.0,14.0
13429045,36,33.0,4.0,26.0,25.0,34,32.0,31.0,25.0,22.0,39,29.0,27.0,25.0,6.0
13535380,20,14.0,0.0,0.0,0.0,4,5.0,5.0,0.0,0.0,15,3.0,0.0,0.0,0.0
13535387,5,5.0,5.0,0.0,15.0,0,0.0,5.0,0.0,3.0,6,5.0,4.0,6.0,0.0
13557064,25,63.0,52.0,23.0,39.0,76,60.0,10.0,44.0,15.0,75,61.0,53.0,40.0,7.0
13564607,25,56.0,13.0,12.0,33.0,25,25.0,13.0,11.0,15.0,31,57.0,46.0,21.0,7.0
13580849,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
13589251,41,48.0,39.0,33.0,31.0,37,43.0,40.0,5.0,23.0,44,45.0,41.0,32.0,28.0
13634759,46,4.0,6.0,4.0,18.0,67,40.0,7.0,4.0,20.0,72,51.0,39.0,26.0,4.0
13644685,46,4.0,29.0,14.0,4.0,7,25.0,32.0,4.0,6.0,72,60.0,20.0,4.0,11.0
13645610,33,40.0,25.0,30.0,11.0,40,20.0,11.0,9.0,8.0,47,7.0,13.0,29.0,27.0
13646473,28,28.0,42.0,23.0,4.0,28,28.0,24.0,7.0,6.0,30,25.0,20.0,10.0,7.0
13652117,46,61.0,21.0,14.0,11.0,7,59.0,14.0,23.0,24.0,33,15.0,24.0,7.0,9.0
13665529,39,41.0,6.0,4.0,24.0,46,35.0,7.0,27.0,4.0,28,39.0,29.0,26.0,4.0
13674287,71,39.0,22.0,0.0,29.0,72,45.0,38.0,46.0,25.0,66,52.0,47.0,41.0,21.0
13675374,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
13713529,46,26.0,6.0,4.0,24.0,67,6.0,7.0,27.0,22.0,79,51.0,22.0,26.0,4.0
13714311,16,16.0,15.0,10.0,39.0,75,17.0,15.0,45.0,8.0,13,13.0,10.0,11.0,12.0
13718916,58,52.0,46.0,35.0,19.0,74,51.0,22.0,38.0,9.0,59,53.0,21.0,21.0,2.0
13722516,39,37.0,30.0,27.0,9.0,35,35.0,34.0,28.0,5.0,40,37.0,30.0,22.0,19.0
13722900,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
13724377,25,18.0,14.0,14.0,8.0,31,31.0,26.0,16.0,10.0,48,8.0,13.0,29.0,23.0
13727202,65,56.0,42.0,23.0,4.0,28,28.0,13.0,11.0,15.0,26,57.0,46.0,12.0,7.0
13736919,37,13.0,14.0,14.0,11.0,66,59.0,14.0,7.0,10.0,2,60.0,11.0,7.0,9.0
13743125,37,57.0,29.0,41.0,12.0,16,54.0,32.0,37.0,33.0,17,58.0,44.0,44.0,9.0
13744425,0,0.0,0.0,17.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13749806,43,29.0,25.0,25.0,29.0,44,20.0,26.0,34.0,11.0,18,7.0,17.0,29.0,21.0
13751194,5,5.0,5.0,0.0,15.0,0,5.0,5.0,0.0,3.0,6,5.0,4.0,6.0,0.0
13760954,28,28.0,42.0,8.0,12.0,28,28.0,24.0,7.0,33.0,30,25.0,23.0,10.0,9.0
13763548,33,40.0,34.0,28.0,27.0,40,31.0,29.0,29.0,25.0,47,35.0,26.0,27.0,22.0
13764822,65,56.0,13.0,12.0,33.0,25,53.0,13.0,11.0,32.0,67,57.0,46.0,21.0,30.0
13768622,54,41.0,6.0,4.0,24.0,46,40.0,7.0,4.0,20.0,58,51.0,29.0,26.0,4.0
13793212,20,14.0,0.0,0.0,15.0,4,5.0,5.0,0.0,0.0,15,3.0,0.0,0.0,0.0
13795090,51,45.0,39.0,33.0,31.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,26.0
13803032,59,41.0,6.0,4.0,24.0,57,46.0,7.0,27.0,22.0,29,39.0,29.0,33.0,4.0
13806524,35,26.0,6.0,4.0,31.0,64,4.0,7.0,27.0,22.0,28,51.0,32.0,33.0,4.0
13818467,33,18.0,16.0,5.0,14.0,18,19.0,16.0,13.0,11.0,47,22.0,14.0,16.0,13.0
13830600,4,14.0,3.0,,,3,15.0,3.0,,,5,3.0,3.0,,
13832416,11,10.0,24.0,9.0,22.0,10,27.0,6.0,21.0,18.0,11,18.0,8.0,9.0,18.0
13833814,4,3.0,24.0,9.0,22.0,3,15.0,6.0,21.0,18.0,3,2.0,8.0,9.0,18.0
13834125,32,32.0,28.0,29.0,8.0,31,31.0,29.0,30.0,26.0,48,28.0,34.0,29.0,23.0
13835439,25,13.0,21.0,8.0,19.0,25,25.0,14.0,7.0,15.0,16,62.0,20.0,14.0,11.0
13836327,65,56.0,13.0,12.0,19.0,25,53.0,13.0,11.0,15.0,67,57.0,46.0,21.0,10.0
13841523,9,8.0,7.0,6.0,6.0,8,9.0,25.0,6.0,21.0,9,9.0,6.0,22.0,5.0
13842372,65,56.0,13.0,23.0,4.0,63,28.0,24.0,22.0,6.0,26,57.0,23.0,10.0,7.0
13849274,8,7.0,52.0,10.0,39.0,16,60.0,10.0,45.0,15.0,8,13.0,10.0,11.0,7.0
13849557,27,6.0,23.0,13.0,35.0,67,6.0,18.0,42.0,17.0,54,6.0,22.0,37.0,28.0
13852833,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
13854190,5,5.0,5.0,0.0,15.0,4,5.0,5.0,0.0,0.0,6,5.0,4.0,6.0,0.0
13858797,59,41.0,30.0,4.0,24.0,57,46.0,7.0,27.0,22.0,29,39.0,29.0,33.0,4.0
13858824,41,26.0,40.0,4.0,31.0,37,4.0,41.0,42.0,23.0,44,45.0,39.0,37.0,28.0
13863331,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
13948718,33,40.0,25.0,25.0,26.0,44,31.0,45.0,34.0,21.0,61,38.0,13.0,24.0,12.0
13950464,71,51.0,34.0,28.0,27.0,34,48.0,36.0,29.0,25.0,62,35.0,40.0,27.0,22.0
13953184,76,40.0,28.0,12.0,27.0,70,31.0,29.0,29.0,0.0,61,35.0,40.0,29.0,0.0
13953356,58,52.0,46.0,37.0,41.0,60,51.0,47.0,38.0,32.0,64,55.0,48.0,36.0,30.0
13953546,76,59.0,53.0,40.0,40.0,70,57.0,52.0,40.0,30.0,63,48.0,55.0,35.0,29.0
13966828,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
13968203,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
13986477,36,33.0,30.0,26.0,25.0,32,32.0,31.0,27.0,22.0,36,29.0,27.0,33.0,4.0
13986583,36,33.0,30.0,26.0,25.0,32,32.0,31.0,27.0,22.0,36,29.0,27.0,33.0,6.0
13988443,35,26.0,6.0,4.0,24.0,64,8.0,47.0,27.0,22.0,28,51.0,48.0,26.0,4.0
14000746,72,65.0,54.0,42.0,40.0,74,62.0,54.0,48.0,35.0,76,63.0,55.0,42.0,32.0
14034206,43,0.0,25.0,25.0,29.0,44,20.0,26.0,34.0,26.0,18,7.0,13.0,29.0,23.0
14034311,43,24.0,17.0,5.0,29.0,6,20.0,23.0,31.0,12.0,0,7.0,35.0,29.0,21.0
14039007,70,13.0,21.0,11.0,4.0,28,59.0,32.0,7.0,6.0,4,25.0,20.0,10.0,7.0
14071449,77,59.0,53.0,40.0,40.0,70,57.0,52.0,48.0,9.0,77,48.0,55.0,44.0,10.0
14071613,77,65.0,54.0,42.0,40.0,74,62.0,54.0,48.0,35.0,77,63.0,55.0,42.0,32.0
14073503,72,65.0,54.0,42.0,41.0,74,56.0,54.0,46.0,35.0,77,63.0,55.0,42.0,32.0
14077179,76,59.0,53.0,40.0,28.0,59,56.0,52.0,40.0,26.0,48,36.0,45.0,35.0,23.0
14077615,62,54.0,45.0,36.0,41.0,59,49.0,43.0,46.0,31.0,56,49.0,45.0,34.0,29.0
14082322,74,66.0,50.0,39.0,38.0,69,64.0,51.0,43.0,34.0,78,64.0,51.0,38.0,31.0
14083681,62,54.0,45.0,36.0,34.0,59,49.0,46.0,40.0,30.0,56,49.0,45.0,35.0,29.0
14127447,75,31.0,26.0,16.0,42.0,79,63.0,55.0,23.0,24.0,34,27.0,50.0,43.0,27.0
14133114,75,23.0,20.0,21.0,17.0,79,23.0,38.0,17.0,14.0,80,27.0,19.0,19.0,15.0
14158399,76,59.0,53.0,40.0,40.0,70,57.0,52.0,19.0,16.0,61,48.0,55.0,44.0,16.0
14162492,7,24.0,20.0,21.0,9.0,18,24.0,21.0,17.0,7.0,41,22.0,14.0,19.0,15.0
14206030,53,4.0,36.0,15.0,2.0,52,47.0,44.0,36.0,12.0,60,48.0,43.0,5.0,11.0
14214039,62,59.0,45.0,40.0,34.0,59,49.0,52.0,40.0,30.0,63,49.0,45.0,35.0,29.0
14241490,14,12.0,12.0,8.0,4.0,13,25.0,12.0,7.0,6.0,14,14.0,44.0,14.0,7.0
14255342,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
14260575,37,57.0,29.0,41.0,12.0,61,59.0,32.0,41.0,33.0,65,58.0,28.0,44.0,9.0
14270761,69,60.0,51.0,25.0,39.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
14313750,72,64.0,54.0,42.0,41.0,21,61.0,53.0,46.0,35.0,42,63.0,54.0,42.0,32.0
14319185,49,2.0,49.0,38.0,16.0,20,11.0,9.0,8.0,7.0,21,11.0,16.0,18.0,2.0
14319498,40,38.0,9.0,15.0,26.0,36,11.0,35.0,28.0,7.0,43,34.0,32.0,18.0,2.0
14319960,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
14328512,65,56.0,44.0,12.0,33.0,63,53.0,13.0,39.0,9.0,67,57.0,49.0,21.0,10.0
14329745,37,57.0,29.0,41.0,12.0,66,54.0,32.0,41.0,33.0,2,58.0,28.0,44.0,9.0
14333371,22,20.0,18.0,19.0,9.0,22,21.0,19.0,8.0,7.0,23,19.0,16.0,18.0,8.0
14333495,49,2.0,49.0,38.0,16.0,20,11.0,9.0,8.0,7.0,21,11.0,16.0,18.0,2.0
